,Unnamed: 0,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedInc,MedHouseVal
3284,3301,14.0,7.45,1.16,108.0,3.48,38.93,-122.61,4.3897,0.713
3285,3302,16.0,5.5,1.3,572.0,1.9,38.93,-122.6,1.4767,0.62
3286,3303,16.0,5.77,1.34,828.0,2.49,38.96,-122.62,2.0577,0.69
3287,3304,20.0,5.49,1.26,1072.0,2.35,38.96,-122.63,2.3083,0.602
3288,3305,27.0,5.84,1.58,898.0,2.45,38.96,-122.65,1.6769,0.632
3289,3306,29.0,6.49,1.38,326.0,2.4,38.96,-122.64,1.7273,0.582
3290,3307,28.0,5.61,1.38,522.0,1.95,38.95,-122.64,1.2029,0.689
3291,3308,11.0,7.98,1.48,246.0,2.86,38.95,-122.63,1.7083,0.773
3292,3309,25.0,7.11,1.55,192.0,2.06,38.94,-122.63,1.7566,0.49
3293,3310,18.0,4.55,1.15,1832.0,2.17,38.94,-122.63,1.125,0.818
3294,3311,13.0,5.82,1.43,215.0,2.39,38.94,-122.62,1.5455,0.55
3295,3312,17.0,8.01,1.69,723.0,2.27,38.97,-122.7,3.2375,1.142
3296,3313,17.0,10.05,2.34,889.0,2.15,39.01,-122.75,3.4187,2.005
3297,3314,23.0,7.64,2.42,265.0,3.15,39.02,-122.79,1.8833,0.969
3298,3315,11.0,6.53,1.23,2144.0,2.71,38.97,-122.78,3.0466,0.973
3299,3316,9.0,6.66,1.25,517.0,2.76,38.94,-122.69,3.125,0.934
3300,3317,20.0,4.1,1.8,94.0,9.4,38.91,-122.71,1.375,0.55
3301,3318,20.0,6.29,1.29,647.0,2.56,39.05,-122.86,2.5326,1.368
3302,3319,20.0,6.27,1.26,753.0,2.99,39.0,-122.85,1.8704,0.885
3303,3320,15.0,5.35,0.91,191.0,3.54,38.99,-122.83,1.6833,1.139
3304,3321,17.0,4.67,1.17,719.0,2.43,38.98,-122.83,1.6164,0.778
3305,3322,21.0,5.28,0.99,556.0,3.12,38.98,-122.84,1.7196,0.75
3306,3323,20.0,6.21,1.15,904.0,2.71,38.97,-122.92,2.9934,1.342
3307,3324,20.0,5.44,1.11,504.0,2.26,38.93,-122.89,2.7188,1.057
3308,3325,15.0,4.78,1.07,567.0,2.05,38.96,-122.83,1.8692,0.938
3309,3326,26.0,7.12,1.4,293.0,2.93,38.92,-122.77,4.0119,1.194
3310,3327,11.0,7.11,1.49,268.0,2.98,38.89,-122.83,3.4514,1.0
3311,3328,29.0,8.97,1.99,890.0,2.87,38.88,-122.72,1.9906,0.966
3312,3329,12.0,8.55,1.72,1554.0,2.94,38.83,-122.74,3.3531,0.908
3313,3330,10.0,4.98,1.03,161.0,2.64,38.9,-122.48,2.1964,1.125
3314,3331,15.0,5.16,1.21,599.0,2.19,38.92,-122.59,2.1953,0.75
3315,3332,23.0,7.12,1.37,92.0,2.24,38.9,-122.6,2.9583,0.917
3316,3333,13.0,4.77,1.06,249.0,2.28,38.92,-122.62,1.8417,0.847
3317,3334,30.0,5.38,2.92,20.0,1.54,38.92,-122.65,4.125,1.125
3318,3335,16.0,5.91,1.21,519.0,2.61,38.87,-122.64,1.5739,0.735
3319,3336,12.0,7.02,1.3,877.0,2.57,38.82,-122.5,2.5625,1.092
3320,3337,9.0,6.92,1.29,1050.0,2.81,38.76,-122.51,4.0435,1.326
3321,3338,7.0,8.64,1.51,1027.0,2.44,38.81,-122.55,3.8831,1.321
3322,3339,15.0,5.34,1.01,366.0,2.56,38.78,-122.59,3.375,1.031
3323,3340,22.0,6.0,1.24,461.0,3.25,38.81,-122.66,3.4375,0.833
3324,3342,21.0,4.97,1.13,727.0,2.53,38.73,-122.62,2.1474,0.853
3325,3343,20.0,5.53,1.31,231.0,2.41,38.71,-122.64,2.625,0.896
3326,3344,26.0,7.85,1.31,43.0,3.31,38.7,-122.52,0.536,0.875
3327,3345,26.0,6.83,1.23,761.0,3.04,41.07,-121.11,2.7188,0.481
3328,3346,29.0,6.33,1.11,364.0,2.96,41.12,-120.96,2.5,0.592
3329,3347,17.0,5.58,1.15,511.0,2.92,40.85,-121.07,3.6641,0.808
3330,3348,27.0,6.76,1.61,318.0,2.77,40.98,-120.38,1.6833,0.4
3331,3349,33.0,10.91,2.23,63.0,2.86,40.63,-120.35,3.625,2.0
3332,3350,11.0,19.96,5.05,280.0,2.12,40.65,-120.77,1.7214,1.183
3333,3351,17.0,5.78,1.08,406.0,2.64,40.51,-121.02,3.3036,0.783
3334,3352,19.0,6.15,1.25,302.0,2.72,40.28,-120.96,2.5,0.641
3335,3354,15.0,5.92,1.11,2503.0,2.77,40.5,-120.67,3.5962,0.859
3336,3355,15.0,5.09,1.15,1121.0,2.79,40.43,-120.57,2.6902,0.715
3337,3356,35.0,4.88,1.09,717.0,2.41,40.42,-120.66,2.5074,0.664
3338,3357,39.0,5.22,1.05,1467.0,2.36,40.42,-120.65,2.1875,0.643
3339,3358,52.0,4.97,1.14,1051.0,2.51,40.41,-120.66,2.2992,0.702
3340,3359,50.0,4.55,1.11,987.0,2.58,40.41,-120.64,1.5066,0.593
3341,3360,19.0,5.74,1.07,2229.0,2.87,40.36,-120.71,3.5536,1.057
3342,3361,16.0,5.78,1.13,1873.0,3.17,40.37,-120.58,2.2661,0.618
3343,3362,26.0,5.9,1.12,762.0,2.72,40.38,-120.42,2.4757,0.856
3344,3363,19.0,5.43,1.13,355.0,2.8,40.45,-120.36,1.7333,0.7
3345,3364,36.0,5.14,1.14,4198.0,599.71,40.41,-120.51,5.5179,0.675
3346,3365,17.0,5.94,1.09,1529.0,2.68,40.29,-120.54,3.4028,0.91
3347,3366,16.0,5.07,1.0,969.0,2.7,40.31,-120.49,3.4643,0.851
3348,3367,21.0,5.4,0.97,406.0,2.78,40.17,-120.37,2.1198,0.735
3349,3368,26.0,5.42,1.17,1037.0,2.34,40.26,-120.2,2.6765,0.476
3350,3369,19.0,6.1,1.35,1028.0,2.68,39.92,-120.09,1.7267,0.607
3351,3370,27.0,5.86,0.97,2363.0,2.66,34.27,-118.27,6.1946,2.761
3352,3371,32.0,6.46,1.24,486.0,2.91,34.26,-118.28,4.9833,2.13
3353,3372,33.0,5.19,1.17,1845.0,3.01,34.26,-118.29,4.008,1.911
3354,3373,37.0,4.93,1.1,1619.0,2.83,34.26,-118.3,3.5568,1.845
3355,3374,42.0,4.98,0.96,1145.0,2.61,34.26,-118.3,4.81,1.919
3356,3375,35.0,5.02,1.11,1166.0,2.86,34.25,-118.28,3.5214,1.976
3357,3376,29.0,3.33,1.02,1886.0,2.45,34.25,-118.28,2.6036,1.621
3358,3377,19.0,3.77,1.13,1399.0,2.65,34.25,-118.29,2.4727,1.75
3359,3378,8.0,4.05,1.1,3565.0,2.59,34.25,-118.29,3.0795,1.615
3360,3379,37.0,5.77,1.05,1215.0,2.82,34.25,-118.27,5.0234,2.576
3361,3380,35.0,6.41,1.1,879.0,2.7,34.25,-118.27,4.4485,2.619
3362,3381,30.0,5.59,0.95,1050.0,2.69,34.24,-118.27,6.3688,2.776
3363,3382,35.0,5.19,0.95,371.0,2.47,34.25,-118.27,4.6635,2.301
3364,3383,39.0,4.89,1.05,358.0,2.5,34.25,-118.27,4.4375,1.958
3365,3384,32.0,5.16,1.07,1278.0,2.59,34.24,-118.28,4.45,2.636
3366,3385,29.0,5.89,1.01,1543.0,2.68,34.24,-118.28,5.6184,3.169
3367,3386,36.0,4.98,1.16,688.0,2.64,34.25,-118.3,3.1523,1.767
3368,3387,31.0,5.69,1.05,3540.0,3.13,34.24,-118.33,4.2639,2.933
3369,3388,19.0,5.81,1.04,3963.0,2.48,34.22,-118.35,5.997,2.287
3370,3389,30.0,5.5,0.97,638.0,2.79,34.22,-118.35,4.1302,2.583
3371,3390,39.0,5.18,1.1,1047.0,3.69,34.21,-118.35,3.275,1.814
3372,3391,42.0,4.75,0.97,804.0,3.56,34.21,-118.35,3.75,1.726
3373,3392,34.0,5.15,0.96,1810.0,2.86,34.28,-118.31,5.1145,2.199
3374,3393,35.0,4.97,0.94,759.0,2.61,34.27,-118.31,6.0808,2.156
3375,3394,43.0,5.45,1.12,809.0,2.92,34.26,-118.3,3.599,1.765
3376,3395,40.0,5.82,1.17,605.0,3.31,34.26,-118.3,4.1964,1.859
3377,3396,38.0,5.84,1.19,1124.0,2.9,34.26,-118.31,4.2685,1.896
3378,3397,41.0,4.12,1.04,733.0,2.33,34.26,-118.31,3.0583,1.603
3379,3398,34.0,4.95,1.0,948.0,2.61,34.26,-118.31,4.1339,1.873
3380,3399,32.0,5.16,1.11,1804.0,2.52,34.26,-118.32,4.4875,2.227
3381,3400,30.0,6.03,0.96,1700.0,3.19,34.28,-118.35,4.6944,2.482
3382,3401,29.0,4.32,1.04,1776.0,2.53,34.27,-118.33,3.1349,2.302
3383,3402,32.0,5.35,0.96,314.0,2.78,34.27,-118.35,6.2037,2.054
3384,3403,37.0,6.7,1.14,702.0,2.65,34.26,-118.34,5.2661,3.149
3385,3404,34.0,6.31,1.04,1267.0,2.86,34.25,-118.35,6.1464,3.544
3386,3405,34.0,6.47,1.01,1598.0,2.81,34.26,-118.36,6.838,3.78
3387,3406,28.0,3.59,1.07,1142.0,2.49,34.26,-118.3,3.1607,2.006
3388,3407,44.0,4.94,0.98,859.0,2.94,34.25,-118.3,4.5833,1.973
3389,3408,37.0,6.04,1.03,624.0,2.61,34.26,-118.31,5.76,2.394
3390,3409,36.0,4.6,1.11,1005.0,2.46,34.26,-118.31,3.8,2.171
3391,3410,24.0,5.34,1.06,2310.0,2.41,34.26,-118.32,4.4375,1.915
3392,3411,24.0,6.04,1.06,3566.0,4.59,34.28,-118.39,4.4818,1.662
3393,3412,22.0,5.3,0.99,3152.0,3.77,34.28,-118.38,4.7932,1.663
3394,3413,16.0,4.46,1.0,6161.0,4.18,34.28,-118.4,3.3304,1.549
3395,3414,8.0,4.44,1.16,2608.0,3.57,34.27,-118.38,2.8214,1.583
3396,3415,35.0,4.69,0.95,1162.0,5.4,34.29,-118.41,3.35,1.476
3397,3416,32.0,5.2,1.05,1818.0,5.94,34.29,-118.41,4.2969,1.458
3398,3417,29.0,4.78,1.02,1338.0,5.03,34.28,-118.42,4.125,1.5
3399,3418,32.0,5.45,1.12,2609.0,5.53,34.28,-118.41,3.7566,1.467
3400,3419,22.0,4.15,0.96,3134.0,3.7,34.28,-118.4,2.6652,1.648
3401,3420,35.0,4.05,0.99,1197.0,5.9,34.28,-118.42,3.2865,1.333
3402,3421,34.0,4.55,0.97,2391.0,5.45,34.28,-118.42,2.8,1.443
3403,3422,33.0,4.27,1.2,1097.0,3.88,34.27,-118.42,1.6295,1.343
3404,3423,33.0,4.42,1.02,1216.0,5.74,34.27,-118.42,3.3214,1.313
3405,3424,35.0,3.9,0.88,808.0,4.67,34.27,-118.42,2.6667,1.478
3406,3425,30.0,4.6,1.02,2054.0,6.82,34.28,-118.43,3.0132,1.426
3407,3426,31.0,4.2,1.03,1533.0,5.7,34.27,-118.43,4.2353,1.568
3408,3427,36.0,4.02,1.0,1312.0,5.27,34.27,-118.43,3.024,1.48
3409,3428,37.0,4.28,1.03,1371.0,5.74,34.27,-118.42,3.225,1.475
3410,3429,30.0,3.38,1.01,1990.0,5.39,34.26,-118.43,3.5104,1.409
3411,3430,37.0,3.79,1.04,1835.0,5.48,34.26,-118.43,3.2583,1.472
3412,3431,35.0,4.18,1.01,1022.0,5.49,34.27,-118.44,3.4,1.396
3413,3432,43.0,4.19,0.99,935.0,5.37,34.26,-118.43,2.9519,1.409
3414,3434,35.0,4.73,1.09,1630.0,5.33,34.25,-118.43,2.9205,1.431
3415,3435,26.0,3.69,1.08,2582.0,5.33,34.26,-118.42,2.1062,1.364
3416,3436,38.0,3.92,0.92,1065.0,4.8,34.26,-118.41,2.5313,1.361
3417,3437,36.0,4.46,1.01,1086.0,4.98,34.26,-118.42,3.4519,1.433
3418,3438,37.0,4.35,1.03,2279.0,5.55,34.26,-118.42,3.9,1.386
3419,3439,38.0,4.21,1.0,1250.0,6.13,34.27,-118.41,2.9219,1.379
3420,3440,35.0,3.98,1.03,3444.0,5.07,34.27,-118.42,1.4867,1.24
3421,3441,13.0,5.13,1.02,2560.0,3.0,34.26,-118.4,4.2538,1.543
3422,3442,13.0,4.33,1.15,1927.0,4.46,34.25,-118.4,2.2019,1.342
3423,3443,19.0,3.22,0.97,483.0,5.55,34.25,-118.41,1.95,1.375
3424,3444,33.0,4.49,1.04,981.0,5.33,34.25,-118.41,2.6429,1.431
3425,3445,36.0,4.21,0.95,1173.0,4.31,34.25,-118.41,3.6016,1.538
3426,3446,18.0,4.22,1.05,3663.0,4.48,34.25,-118.41,3.2284,1.571
3427,3447,17.0,3.79,1.01,2243.0,4.15,34.24,-118.42,2.525,1.637
3428,3448,36.0,4.58,1.06,1502.0,4.81,34.25,-118.42,3.6292,1.452
3429,3449,34.0,4.99,0.97,1948.0,3.66,34.32,-118.43,4.233,1.574
3430,3450,18.0,6.47,1.01,2882.0,3.16,34.33,-118.43,5.901,2.356
3431,3451,14.0,5.24,1.08,3568.0,3.0,34.32,-118.44,4.1724,2.116
3432,3452,19.0,4.84,1.03,4205.0,3.01,34.31,-118.42,3.9583,1.632
3433,3453,29.0,4.64,0.99,2919.0,4.07,34.3,-118.42,3.6548,1.803
3434,3454,18.0,6.16,1.04,3473.0,3.25,34.32,-118.41,5.2987,2.034
3435,3455,28.0,5.7,1.02,2205.0,3.94,34.3,-118.41,5.1668,1.874
3436,3456,30.0,5.13,1.02,1970.0,3.34,34.32,-118.42,4.3409,1.56
3437,3457,14.0,4.54,1.03,3163.0,3.46,34.31,-118.44,4.0301,1.543
3438,3458,22.0,4.27,1.1,2661.0,3.57,34.31,-118.44,2.7472,1.601
3439,3459,38.0,4.88,0.96,1181.0,3.61,34.3,-118.44,3.4,1.555
3440,3460,9.0,5.38,1.11,820.0,2.54,34.31,-118.45,4.0556,1.825
3441,3461,23.0,5.1,0.94,1952.0,2.86,34.32,-118.45,4.26,1.894
3442,3462,10.0,5.47,1.05,2917.0,2.76,34.32,-118.46,4.1514,1.941
3443,3463,28.0,5.57,1.04,977.0,3.55,34.31,-118.45,4.4773,1.731
3444,3464,32.0,5.79,1.14,2291.0,5.47,34.3,-118.46,4.0337,1.585
3445,3465,24.0,4.88,1.01,1460.0,2.44,34.31,-118.46,4.2708,2.182
3446,3466,13.0,5.11,0.99,1468.0,2.82,34.32,-118.47,4.8988,3.252
3447,3467,9.0,5.93,0.98,1697.0,4.22,34.33,-118.48,6.0891,2.701
3448,3468,31.0,4.58,1.08,892.0,3.75,34.31,-118.48,3.0,1.724
3449,3469,16.0,4.4,0.97,2314.0,4.08,34.3,-118.47,3.6736,1.922
3450,3470,24.0,4.53,1.1,3151.0,3.89,34.29,-118.46,3.0526,1.833
3451,3471,18.0,4.46,1.03,3401.0,3.56,34.29,-118.47,4.2935,1.9
3452,3472,26.0,7.77,1.05,1714.0,2.95,34.29,-118.49,9.2873,4.318
3453,3473,27.0,6.57,1.01,1071.0,2.77,34.28,-118.49,6.8695,3.194
3454,3474,31.0,5.97,0.99,1957.0,3.33,34.28,-118.49,6.6458,2.855
3455,3475,25.0,6.97,0.99,357.0,2.43,34.31,-118.49,7.0598,3.563
3456,3476,18.0,7.85,1.02,3189.0,3.34,34.32,-118.52,8.1248,3.74
3457,3477,24.0,7.02,0.99,2710.0,3.1,34.3,-118.51,7.5078,3.44
3458,3478,29.0,6.72,1.03,1890.0,3.0,34.28,-118.51,6.3911,3.017
3459,3479,29.0,6.88,1.04,525.0,2.81,34.29,-118.51,6.4171,3.193
3460,3480,28.0,7.28,1.03,868.0,2.78,34.29,-118.52,7.7464,4.746
3461,3481,17.0,7.61,1.04,2144.0,3.59,34.3,-118.52,8.8467,4.507
3462,3482,27.0,4.3,1.05,2661.0,4.27,34.3,-118.45,4.3047,1.521
3463,3483,35.0,4.51,1.01,3988.0,4.4,34.3,-118.45,3.4812,1.602
3464,3484,18.0,7.17,1.02,2477.0,3.24,34.28,-118.54,6.7248,3.772
3465,3485,16.0,7.4,1.03,3468.0,2.89,34.28,-118.55,8.1125,4.286
3466,3486,10.0,7.68,1.0,3517.0,3.52,34.28,-118.54,10.8805,5.00001
3467,3487,22.0,7.6,1.07,1995.0,3.43,34.3,-118.54,8.2159,3.762
3468,3488,4.0,6.42,1.06,2907.0,2.67,34.29,-118.57,7.0808,3.412
3469,3489,38.0,4.49,0.98,1303.0,3.83,34.28,-118.45,3.5714,1.52
3470,3490,23.0,5.88,1.07,1242.0,4.39,34.28,-118.46,5.5931,2.176
3471,3491,33.0,5.36,0.91,881.0,3.05,34.27,-118.47,5.1408,2.229
3472,3492,35.0,6.25,1.08,1128.0,3.31,34.28,-118.48,5.3107,2.271
3473,3493,35.0,5.95,1.08,873.0,3.44,34.28,-118.48,5.5608,2.267
3474,3494,17.0,5.35,1.04,523.0,1.94,34.27,-118.47,2.7353,1.924
3475,3495,35.0,6.46,1.04,741.0,4.16,34.27,-118.47,5.741,2.206
3476,3496,34.0,5.55,1.0,702.0,3.16,34.27,-118.48,4.9323,2.237
3477,3497,33.0,6.06,1.03,1303.0,2.98,34.27,-118.48,4.9955,2.168
3478,3498,33.0,5.19,1.0,839.0,3.65,34.27,-118.45,3.705,1.858
3479,3499,35.0,5.96,1.13,1012.0,3.82,34.27,-118.45,5.1296,1.959
3480,3500,30.0,5.55,0.99,1004.0,3.54,34.27,-118.46,4.8015,1.797
3481,3501,28.0,4.24,1.05,1182.0,2.69,34.27,-118.46,2.6193,1.723
3482,3502,36.0,4.18,1.03,1333.0,5.01,34.27,-118.44,3.5347,1.581
3483,3503,29.0,4.58,1.13,1616.0,4.36,34.27,-118.44,3.3603,1.424
3484,3504,35.0,5.47,0.99,992.0,3.15,34.26,-118.45,4.8359,1.956
3485,3505,36.0,5.28,0.98,808.0,2.94,34.25,-118.45,4.3839,2.046
3486,3506,35.0,5.42,0.99,894.0,2.96,34.26,-118.45,4.175,2.096
3487,3507,33.0,5.78,1.05,738.0,3.14,34.26,-118.46,5.0947,2.103
3488,3508,36.0,5.32,0.97,761.0,2.9,34.26,-118.46,4.9485,2.171
3489,3509,33.0,5.41,1.06,1135.0,2.79,34.25,-118.46,4.2143,2.242
3490,3510,32.0,5.19,0.99,1064.0,2.49,34.25,-118.46,3.6989,2.086
3491,3511,34.0,4.47,0.99,650.0,2.23,34.26,-118.47,3.8875,1.992
3492,3512,35.0,5.47,0.99,1123.0,3.24,34.26,-118.47,5.5792,2.184
3493,3513,36.0,5.82,0.97,938.0,3.09,34.26,-118.48,5.749,2.38
3494,3514,27.0,6.5,1.12,1164.0,2.78,34.26,-118.49,4.6591,2.399
3495,3515,34.0,4.32,1.0,1120.0,2.79,34.25,-118.47,4.1492,1.957
3496,3516,36.0,5.2,1.05,1040.0,2.77,34.25,-118.48,5.1619,1.953
3497,3517,35.0,5.38,1.03,795.0,2.97,34.25,-118.48,4.9688,2.169
3498,3518,35.0,5.53,0.99,1074.0,3.19,34.25,-118.48,5.1068,2.233
3499,3519,33.0,5.77,1.06,960.0,2.65,34.25,-118.49,4.3333,2.329
3500,3520,34.0,6.24,1.04,2521.0,3.23,34.27,-118.49,5.5714,2.259
3501,3521,33.0,6.01,1.04,1578.0,3.11,34.27,-118.49,4.58,2.362
3502,3522,35.0,5.37,0.94,1148.0,2.76,34.27,-118.5,4.869,2.216
3503,3523,34.0,6.83,1.08,1694.0,3.23,34.28,-118.51,5.4065,2.438
3504,3524,33.0,6.88,0.94,801.0,2.79,34.28,-118.52,7.8193,3.796
3505,3525,34.0,5.13,1.04,1966.0,2.66,34.27,-118.51,4.055,2.225
3506,3526,36.0,5.43,1.02,1001.0,2.39,34.27,-118.51,4.1042,2.521
3507,3527,36.0,6.42,1.08,1499.0,3.0,34.27,-118.52,5.5649,2.712
3508,3528,32.0,6.15,0.95,948.0,3.02,34.27,-118.53,5.3847,3.292
3509,3529,18.0,6.68,1.05,1590.0,2.89,34.26,-118.53,8.176,3.084
3510,3530,22.0,6.57,1.04,2372.0,2.94,34.26,-118.54,5.6912,3.118
3511,3531,28.0,7.65,0.99,931.0,3.08,34.27,-118.54,6.7415,3.482
3512,3532,33.0,6.58,1.04,896.0,3.06,34.27,-118.53,5.634,3.205
3513,3533,23.0,8.46,1.01,1929.0,3.29,34.26,-118.54,10.9052,5.00001
3514,3534,21.0,7.6,1.01,1508.0,2.85,34.26,-118.55,8.203,4.454
3515,3535,25.0,7.87,1.06,2183.0,3.49,34.27,-118.55,8.1356,3.528
3516,3536,33.0,5.62,1.01,1340.0,2.66,34.26,-118.5,4.8316,2.373
3517,3537,21.0,4.47,1.08,4717.0,2.38,34.26,-118.52,3.7816,2.542
3518,3538,29.0,6.23,0.89,1109.0,2.79,34.26,-118.51,5.5433,3.325
3519,3539,11.0,5.23,1.11,3561.0,2.37,34.25,-118.52,4.6625,2.909
3520,3540,25.0,4.8,1.07,4483.0,2.57,34.26,-118.49,3.5497,2.613
3521,3541,28.0,5.43,0.95,2164.0,2.9,34.25,-118.49,5.0,2.58
3522,3542,20.0,8.47,0.97,2795.0,3.21,34.27,-118.57,9.6047,5.00001
3523,3543,20.0,7.73,1.07,3562.0,3.38,34.26,-118.59,7.167,3.571
3524,3544,17.0,6.13,1.01,2337.0,2.65,34.24,-118.61,6.0137,3.759
3525,3545,9.0,5.2,1.01,1884.0,2.06,34.24,-118.63,4.8333,2.772
3526,3546,15.0,6.87,1.05,4178.0,2.64,34.26,-118.62,6.3249,2.621
3527,3547,18.0,5.95,1.03,3010.0,2.91,34.26,-118.6,5.6392,2.715
3528,3548,16.0,5.72,1.04,3903.0,2.69,34.25,-118.61,5.5111,2.766
3529,3549,18.0,6.71,1.1,670.0,3.27,34.22,-118.63,6.5146,2.776
3530,3550,25.0,6.29,0.93,1166.0,2.66,34.22,-118.64,6.8643,3.337
3531,3551,18.0,8.15,1.29,263.0,2.39,34.23,-118.66,6.1288,3.5
3532,3552,26.0,7.03,1.08,1724.0,3.25,34.23,-118.61,6.1419,3.273
3533,3553,24.0,6.74,0.97,2474.0,3.17,34.22,-118.61,7.3252,3.337
3534,3554,19.0,4.04,1.07,5005.0,2.28,34.23,-118.6,3.2564,2.303
3535,3555,17.0,4.51,1.04,4459.0,3.05,34.23,-118.59,3.0347,2.545
3536,3556,31.0,8.11,1.0,697.0,2.88,34.25,-118.56,8.565,5.00001
3537,3557,23.0,7.88,0.96,1208.0,3.2,34.24,-118.56,8.1714,5.00001
3538,3558,34.0,6.55,1.0,2239.0,2.88,34.25,-118.57,5.6149,2.731
3539,3559,26.0,5.49,1.1,1529.0,2.59,34.24,-118.58,3.2426,2.369
3540,3560,15.0,4.37,1.07,4992.0,2.24,34.25,-118.59,3.6231,1.933
3541,3561,20.0,7.68,1.0,1945.0,3.19,34.25,-118.57,8.7471,4.199
3542,3562,23.0,6.74,1.06,2119.0,2.92,34.25,-118.58,5.521,2.808
3543,3563,36.0,5.96,0.98,1710.0,3.17,34.23,-118.56,5.5126,2.484
3544,3564,36.0,5.3,0.95,1242.0,2.74,34.23,-118.56,4.6944,2.218
3545,3565,22.0,5.6,1.11,1746.0,2.98,34.23,-118.57,4.9676,2.219
3546,3566,29.0,5.37,1.06,2037.0,2.8,34.23,-118.58,4.1023,2.302
3547,3567,14.0,3.91,1.07,2676.0,2.37,34.23,-118.59,3.4091,1.688
3548,3568,35.0,5.64,0.92,1019.0,3.0,34.23,-118.58,4.8929,2.349
3549,3569,35.0,5.79,1.0,950.0,2.79,34.22,-118.58,4.875,2.304
3550,3570,17.0,4.47,1.09,3056.0,2.27,34.22,-118.59,4.0077,2.29
3551,3571,24.0,7.9,1.02,1514.0,2.76,34.25,-118.51,8.8612,5.00001
3552,3572,31.0,8.06,1.01,1986.0,3.02,34.24,-118.51,8.6454,4.835
3553,3573,36.0,7.86,1.06,1190.0,2.81,34.23,-118.51,7.2772,4.772
3554,3574,6.0,3.67,1.08,2295.0,2.62,34.24,-118.52,3.0926,4.185
3555,3575,35.0,6.72,0.96,735.0,3.36,34.23,-118.52,8.3841,4.722
3556,3576,20.0,4.2,1.02,2957.0,1.96,34.25,-118.53,3.3892,3.231
3557,3577,24.0,4.28,1.07,2360.0,2.18,34.24,-118.54,3.0977,2.64
3558,3578,24.0,4.22,1.12,3018.0,4.69,34.24,-118.53,2.9076,2.753
3559,3579,35.0,5.96,1.05,1690.0,2.94,34.23,-118.54,4.375,2.329
3560,3580,27.0,4.04,1.03,1065.0,2.02,34.23,-118.53,3.2404,2.304
3561,3581,26.0,6.58,0.94,1191.0,2.97,34.25,-118.54,6.2788,3.222
3562,3582,21.0,5.66,1.06,2230.0,2.19,34.24,-118.55,4.3458,4.075
3563,3583,25.0,4.37,1.01,4579.0,4.53,34.23,-118.55,2.8727,2.451
3564,3584,27.0,5.39,1.08,2252.0,2.65,34.23,-118.51,4.7926,4.544
3565,3585,21.0,4.48,1.07,2891.0,2.8,34.22,-118.52,3.2289,3.181
3566,3586,32.0,4.29,1.05,2675.0,2.84,34.23,-118.53,3.0321,2.4
3567,3587,34.0,4.41,1.03,1299.0,2.61,34.22,-118.54,3.6187,2.116
3568,3588,29.0,5.26,1.03,1318.0,3.96,34.23,-118.54,4.125,2.414
3569,3589,34.0,5.51,1.0,1207.0,3.18,34.25,-118.45,5.2801,2.123
3570,3590,11.0,5.19,1.12,2783.0,2.69,34.24,-118.46,3.8583,1.707
3571,3591,21.0,5.9,1.05,1330.0,2.92,34.25,-118.47,4.5417,2.389
3572,3592,19.0,3.87,1.06,1855.0,2.99,34.24,-118.47,2.3111,2.554
3573,3593,32.0,6.33,1.0,1285.0,3.1,34.24,-118.48,6.6537,2.676
3574,3594,30.0,6.27,1.03,1335.0,2.91,34.25,-118.49,5.0232,2.539
3575,3595,35.0,6.08,1.0,1224.0,2.75,34.24,-118.49,5.2939,2.442
3576,3596,34.0,6.42,1.03,917.0,2.99,34.24,-118.49,6.0965,2.623
3577,3597,32.0,7.05,1.18,969.0,2.93,34.25,-118.5,4.8164,2.411
3578,3598,32.0,7.01,1.1,1040.0,3.02,34.25,-118.5,6.155,2.573
3579,3599,34.0,6.23,0.97,1114.0,2.63,34.24,-118.5,5.9401,3.153
3580,3600,26.0,5.26,0.98,1590.0,2.71,34.23,-118.5,4.5167,3.19
3581,3601,32.0,6.31,0.99,2040.0,2.94,34.23,-118.49,5.2668,2.423
3582,3602,30.0,6.1,1.09,899.0,3.12,34.22,-118.49,5.0325,2.382
3583,3603,22.0,3.41,1.11,9135.0,3.73,34.23,-118.47,2.5008,1.6
3584,3604,35.0,6.61,1.04,919.0,3.09,34.23,-118.48,4.7583,2.586
3585,3605,30.0,6.03,0.9,761.0,2.61,34.23,-118.48,6.5268,2.731
3586,3606,29.0,5.16,1.09,1752.0,2.7,34.23,-118.48,4.5484,2.399
3587,3607,20.0,3.35,1.09,5349.0,3.88,34.23,-118.46,2.7121,1.694
3588,3608,16.0,3.88,1.08,4718.0,2.89,34.23,-118.46,3.0187,1.546
3589,3609,38.0,3.82,0.99,1023.0,4.24,34.25,-118.43,3.4514,1.519
3590,3610,36.0,5.42,1.01,775.0,3.56,34.24,-118.42,4.7228,1.838
3591,3611,36.0,5.03,1.06,1221.0,4.12,34.24,-118.43,4.0208,1.714
3592,3612,35.0,5.27,0.98,1025.0,3.58,34.24,-118.42,4.5833,1.772
3593,3613,35.0,5.55,1.05,753.0,4.07,34.23,-118.41,4.5909,1.792
3594,3614,38.0,4.9,1.01,402.0,4.02,34.24,-118.41,3.125,1.759
3595,3615,34.0,5.2,1.0,949.0,4.48,34.26,-118.44,4.0792,1.651
3596,3616,28.0,3.68,0.98,1377.0,4.7,34.26,-118.44,3.9167,1.539
