,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,data_id
3441,13.0,5.13,1.02,2560.0,3.0,34.26,-118.4,2478.8611723329427
3442,13.0,4.33,1.15,1927.0,4.46,34.25,-118.4,1847.310648148148
3443,19.0,3.22,0.97,483.0,5.55,34.25,-118.41,404.3917241379311
3444,33.0,4.49,1.04,981.0,5.33,34.25,-118.41,902.1715217391304
3445,36.0,4.21,0.95,1173.0,4.31,34.25,-118.41,1093.1525
3446,18.0,4.22,1.05,3663.0,4.48,34.25,-118.41,3583.323476132191
3447,17.0,3.79,1.01,2243.0,4.15,34.24,-118.42,2162.966025878004
3448,36.0,4.58,1.06,1502.0,4.81,34.25,-118.42,1422.6441025641025
3449,34.0,4.99,0.97,1948.0,3.66,34.32,-118.43,1867.551654135338
3450,18.0,6.47,1.01,2882.0,3.16,34.33,-118.43,2801.0635565312846
3451,14.0,5.24,1.08,3568.0,3.0,34.32,-118.44,3486.878319327732
3452,19.0,4.84,1.03,4205.0,3.01,34.31,-118.42,4123.904336917563
3453,29.0,4.64,0.99,2919.0,4.07,34.3,-118.42,2838.945459610028
3454,18.0,6.16,1.04,3473.0,3.25,34.32,-118.41,3392.1649203373945
3455,28.0,5.7,1.02,2205.0,3.94,34.3,-118.41,2124.8345438282645
3456,30.0,5.13,1.02,1970.0,3.34,34.32,-118.42,1889.2389830508475
3457,14.0,4.54,1.03,3163.0,3.46,34.31,-118.44,3082.3268306010928
3458,22.0,4.27,1.1,2661.0,3.57,34.31,-118.44,2580.437024128686
3459,38.0,4.88,0.96,1181.0,3.61,34.3,-118.44,1100.471620795107
3460,9.0,5.38,1.11,820.0,2.54,34.31,-118.45,738.3986996904025
3461,23.0,5.1,0.94,1952.0,2.86,34.32,-118.45,1870.7321700879763
3462,10.0,5.47,1.05,2917.0,2.76,34.32,-118.46,2835.6223106060606
3463,28.0,5.57,1.04,977.0,3.55,34.31,-118.45,896.4127272727272
3464,32.0,5.79,1.14,2291.0,5.47,34.3,-118.46,2212.3077804295945
3465,24.0,4.88,1.01,1460.0,2.44,34.31,-118.46,1378.2914715719062
3466,13.0,5.11,0.99,1468.0,2.82,34.32,-118.47,1386.667658349328
3467,9.0,5.93,0.98,1697.0,4.22,34.33,-118.48,1617.071393034826
3468,31.0,4.58,1.08,892.0,3.75,34.31,-118.48,811.577899159664
3469,16.0,4.4,0.97,2314.0,4.08,34.3,-118.47,2233.9111287477954
3470,24.0,4.53,1.1,3151.0,3.89,34.29,-118.46,3070.72012345679
3471,18.0,4.46,1.03,3401.0,3.56,34.29,-118.47,3320.381256544503
3472,26.0,7.77,1.05,1714.0,2.95,34.29,-118.49,1632.75008605852
3473,27.0,6.57,1.01,1071.0,2.77,34.28,-118.49,989.5646113989636
3474,31.0,5.97,0.99,1957.0,3.33,34.28,-118.49,1876.118231292517
3475,25.0,6.97,0.99,357.0,2.43,34.31,-118.49,275.24857142857144
3476,18.0,7.85,1.02,3189.0,3.34,34.32,-118.52,3108.139267015707
3477,24.0,7.02,0.99,2710.0,3.1,34.3,-118.51,2628.887142857143
3478,29.0,6.72,1.03,1890.0,3.0,34.28,-118.51,1808.7652456418384
3479,29.0,6.88,1.04,525.0,2.81,34.29,-118.51,443.587486631016
3480,28.0,7.28,1.03,868.0,2.78,34.29,-118.52,786.5520512820513
3481,17.0,7.61,1.04,2144.0,3.59,34.3,-118.52,2063.3712897822447
3482,27.0,4.3,1.05,2661.0,4.27,34.3,-118.45,2581.1212680577846
3483,35.0,4.51,1.01,3988.0,4.4,34.3,-118.45,3908.251766004415
3484,18.0,7.17,1.02,2477.0,3.24,34.28,-118.54,2395.9821465968585
3485,16.0,7.4,1.03,3468.0,2.89,34.28,-118.55,3386.62
3486,10.0,7.68,1.0,3517.0,3.52,34.28,-118.54,3436.2640480961923
3487,22.0,7.6,1.07,1995.0,3.43,34.3,-118.54,1914.1878350515465
3488,4.0,6.42,1.06,2907.0,2.67,34.29,-118.57,2825.389421487603
3489,38.0,4.49,0.98,1303.0,3.83,34.28,-118.45,1222.6623529411763
3490,23.0,5.88,1.07,1242.0,4.39,34.28,-118.46,1162.2086925795052
3491,33.0,5.36,0.91,881.0,3.05,34.27,-118.47,799.8484429065744
3492,35.0,6.25,1.08,1128.0,3.31,34.28,-118.48,1047.107917888563
3493,35.0,5.95,1.08,873.0,3.44,34.28,-118.48,792.2370078740157
3494,17.0,5.35,1.04,523.0,1.94,34.27,-118.47,440.73703703703706
3495,35.0,6.46,1.04,741.0,4.16,34.27,-118.47,660.9629213483146
3496,34.0,5.55,1.0,702.0,3.16,34.27,-118.48,620.9521621621622
3497,33.0,6.06,1.03,1303.0,2.98,34.27,-118.48,1221.7716933638444
3498,33.0,5.19,1.0,839.0,3.65,34.27,-118.45,758.4678260869565
3499,35.0,5.96,1.13,1012.0,3.82,34.27,-118.45,931.6388679245282
3500,30.0,5.55,0.99,1004.0,3.54,34.27,-118.46,923.3452112676056
3501,28.0,4.24,1.05,1182.0,2.69,34.27,-118.46,1100.4963636363636
3502,36.0,4.18,1.03,1333.0,5.01,34.27,-118.44,1253.8412781954887
3503,29.0,4.58,1.13,1616.0,4.36,34.27,-118.44,1536.185795148248
3504,35.0,5.47,0.99,992.0,3.15,34.26,-118.45,910.9592063492064
3505,36.0,5.28,0.98,808.0,2.94,34.25,-118.45,726.7381818181818
3506,35.0,5.42,0.99,894.0,2.96,34.26,-118.45,812.7702649006621
3507,33.0,5.78,1.05,738.0,3.14,34.26,-118.46,656.9404255319148
3508,36.0,5.32,0.97,761.0,2.9,34.26,-118.46,679.7045801526717
3509,33.0,5.41,1.06,1135.0,2.79,34.25,-118.46,1053.5786977886978
3510,32.0,5.19,0.99,1064.0,2.49,34.25,-118.46,982.2818032786884
3511,34.0,4.47,0.99,650.0,2.23,34.26,-118.47,568.023676975945
3512,35.0,5.47,0.99,1123.0,3.24,34.26,-118.47,1042.026311239193
3513,36.0,5.82,0.97,938.0,3.09,34.26,-118.48,856.8655263157895
3514,27.0,6.5,1.12,1164.0,2.78,34.26,-118.49,1082.5480429594272
3515,34.0,4.32,1.0,1120.0,2.79,34.25,-118.47,1038.5730174563591
3516,36.0,5.2,1.05,1040.0,2.77,34.25,-118.48,958.5433333333332
3517,35.0,5.38,1.03,795.0,2.97,34.25,-118.48,713.7364179104477
3518,35.0,5.53,0.99,1074.0,3.19,34.25,-118.48,992.956943620178
3519,33.0,5.77,1.06,960.0,2.65,34.25,-118.49,878.4119337016574
3520,34.0,6.24,1.04,2521.0,3.23,34.27,-118.49,2440.0079129321384
3521,33.0,6.01,1.04,1578.0,3.11,34.27,-118.49,1496.892426035503
3522,35.0,5.37,0.94,1148.0,2.76,34.27,-118.5,1066.5296153846157
3523,34.0,6.83,1.08,1694.0,3.23,34.28,-118.51,1613.0028244274808
3524,33.0,6.88,0.94,801.0,2.79,34.28,-118.52,719.5509407665505
3525,34.0,5.13,1.04,1966.0,2.66,34.27,-118.51,1884.4239566395663
3526,36.0,5.43,1.02,1001.0,2.39,34.27,-118.51,919.1490214797136
3527,36.0,6.42,1.08,1499.0,3.0,34.27,-118.52,1417.754008016032
3528,32.0,6.15,0.95,948.0,3.02,34.27,-118.53,866.7591082802547
3529,18.0,6.68,1.05,1590.0,2.89,34.26,-118.53,1508.6209090909092
3530,22.0,6.57,1.04,2372.0,2.94,34.26,-118.54,2290.6592812887234
3531,28.0,7.65,0.99,931.0,3.08,34.27,-118.54,849.8127814569536
3532,33.0,6.58,1.04,896.0,3.06,34.27,-118.53,814.7980204778157
3533,23.0,8.46,1.01,1929.0,3.29,34.26,-118.54,1848.01180887372
3534,21.0,7.6,1.01,1508.0,2.85,34.26,-118.55,1426.560661625709
3535,25.0,7.87,1.06,2183.0,3.49,34.27,-118.55,2102.2128
3536,33.0,5.62,1.01,1340.0,2.66,34.26,-118.5,1258.41873015873
3537,21.0,4.47,1.08,4717.0,2.38,34.26,-118.52,4635.123527033856
3538,29.0,6.23,0.89,1109.0,2.79,34.26,-118.51,1027.543450881612
3539,11.0,5.23,1.11,3561.0,2.37,34.25,-118.52,3479.104
3540,25.0,4.8,1.07,4483.0,2.57,34.26,-118.49,4401.33611333715
3541,28.0,5.43,0.95,2164.0,2.9,34.25,-118.49,2082.660804289545
3542,20.0,8.47,0.97,2795.0,3.21,34.27,-118.57,2713.905275229358
3543,20.0,7.73,1.07,3562.0,3.38,34.26,-118.59,3481.0495066413664
3544,17.0,6.13,1.01,2337.0,2.65,34.24,-118.61,2255.2796598639457
3545,9.0,5.2,1.01,1884.0,2.06,34.24,-118.63,1801.6690163934427
3546,15.0,6.87,1.05,4178.0,2.64,34.26,-118.62,4096.282631246047
3547,18.0,5.95,1.03,3010.0,2.91,34.26,-118.6,2928.571025145068
3548,16.0,5.72,1.04,3903.0,2.69,34.25,-118.61,3821.329869055824
3549,18.0,6.71,1.1,670.0,3.27,34.22,-118.63,588.8582926829268
3550,25.0,6.29,0.93,1166.0,2.66,34.22,-118.64,1084.2360364464691
3551,18.0,8.15,1.29,263.0,2.39,34.23,-118.66,180.9609090909091
3552,26.0,7.03,1.08,1724.0,3.25,34.23,-118.61,1642.8728301886792
3553,24.0,6.74,0.97,2474.0,3.17,34.22,-118.61,2392.781794871795
3554,19.0,4.04,1.07,5005.0,2.28,34.23,-118.6,4922.911221513218
3555,17.0,4.51,1.04,4459.0,3.05,34.23,-118.59,4377.687846889952
3556,31.0,8.11,1.0,697.0,2.88,34.25,-118.56,615.5701652892562
3557,23.0,7.88,0.96,1208.0,3.2,34.24,-118.56,1126.8757671957674
3558,34.0,6.55,1.0,2239.0,2.88,34.25,-118.57,2157.557892030848
3559,26.0,5.49,1.1,1529.0,2.59,34.24,-118.58,1447.251525423729
3560,15.0,4.37,1.07,4992.0,2.24,34.25,-118.59,4909.903595505618
3561,20.0,7.68,1.0,1945.0,3.19,34.25,-118.57,1863.873760262726
3562,23.0,6.74,1.06,2119.0,2.92,34.25,-118.58,2037.5927586206897
3563,36.0,5.96,0.98,1710.0,3.17,34.23,-118.56,1628.8425417439703
3564,36.0,5.3,0.95,1242.0,2.74,34.23,-118.56,1160.4056828193834
3565,22.0,5.6,1.11,1746.0,2.98,34.23,-118.57,1664.6446153846157
3566,29.0,5.37,1.06,2037.0,2.8,34.23,-118.58,1955.451925722146
3567,14.0,3.91,1.07,2676.0,2.37,34.23,-118.59,2594.012340425532
3568,35.0,5.64,0.92,1019.0,3.0,34.23,-118.58,937.6470588235294
3569,35.0,5.79,1.0,950.0,2.79,34.22,-118.58,868.4341176470588
3570,17.0,4.47,1.09,3056.0,2.27,34.22,-118.59,2973.89874536006
3571,24.0,7.9,1.02,1514.0,2.76,34.25,-118.51,1432.4977413479053
3572,31.0,8.06,1.01,1986.0,3.02,34.24,-118.51,1904.752831050228
3573,36.0,7.86,1.06,1190.0,2.81,34.23,-118.51,1108.5332387706856
3574,6.0,3.67,1.08,2295.0,2.62,34.24,-118.52,2213.3398630136985
3575,35.0,6.72,0.96,735.0,3.36,34.23,-118.52,654.0661643835617
3576,20.0,4.2,1.02,2957.0,1.96,34.25,-118.53,2874.679575878065
3577,24.0,4.28,1.07,2360.0,2.18,34.24,-118.54,2277.879132040628
3578,24.0,4.22,1.12,3018.0,4.69,34.24,-118.53,2938.396335403727
3579,35.0,5.96,1.05,1690.0,2.94,34.23,-118.54,1608.6342508710802
3580,27.0,4.04,1.03,1065.0,2.02,34.23,-118.53,982.7170454545457
3581,26.0,6.58,0.94,1191.0,2.97,34.25,-118.54,1109.6800748129676
3582,21.0,5.66,1.06,2230.0,2.19,34.24,-118.55,2147.884881889764
3583,25.0,4.37,1.01,4579.0,4.53,34.23,-118.55,4499.213663366337
3584,27.0,5.39,1.08,2252.0,2.65,34.23,-118.51,2170.369411764705
3585,21.0,4.48,1.07,2891.0,2.8,34.22,-118.52,2809.50407371484
3586,32.0,4.29,1.05,2675.0,2.84,34.23,-118.53,2593.5427205100955
3587,34.0,4.41,1.03,1299.0,2.61,34.22,-118.54,1217.2936820925554
3588,29.0,5.26,1.03,1318.0,3.96,34.23,-118.54,1237.647957957958
3589,34.0,5.51,1.0,1207.0,3.18,34.25,-118.45,1125.9763157894736
3590,11.0,5.19,1.12,2783.0,2.69,34.24,-118.46,2701.4714893617024
3591,21.0,5.9,1.05,1330.0,2.92,34.25,-118.47,1248.6966666666667
3592,19.0,3.87,1.06,1855.0,2.99,34.24,-118.47,1773.7571175523349
3593,32.0,6.33,1.0,1285.0,3.1,34.24,-118.48,1203.8638647342996
3594,30.0,6.27,1.03,1335.0,2.91,34.25,-118.49,1253.674847161572
3595,35.0,6.08,1.0,1224.0,2.75,34.24,-118.49,1142.5005617977529
3596,34.0,6.42,1.03,917.0,2.99,34.24,-118.49,835.7369706840391
3597,32.0,7.05,1.18,969.0,2.93,34.25,-118.5,887.6774924471299
3598,32.0,7.01,1.1,1040.0,3.02,34.25,-118.5,958.7732558139536
3599,34.0,6.23,0.97,1114.0,2.63,34.24,-118.5,1032.3735697399527
3600,26.0,5.26,0.98,1590.0,2.71,34.23,-118.5,1508.4433105802048
3601,32.0,6.31,0.99,2040.0,2.94,34.23,-118.49,1958.6837229437228
3602,30.0,6.1,1.09,899.0,3.12,34.22,-118.49,817.8515277777778
3603,22.0,3.41,1.11,9135.0,3.73,34.23,-118.47,9054.485530179443
3604,35.0,6.61,1.04,919.0,3.09,34.23,-118.48,837.8442760942761
3605,30.0,6.03,0.9,761.0,2.61,34.23,-118.48,679.3561643835617
3606,29.0,5.16,1.09,1752.0,2.7,34.23,-118.48,1670.445384615385
3607,20.0,3.35,1.09,5349.0,3.88,34.23,-118.46,5268.654531590414
3608,16.0,3.88,1.08,4718.0,2.89,34.23,-118.46,4636.660931372549
3609,38.0,3.82,0.99,1023.0,4.24,34.25,-118.43,943.0648132780084
3610,36.0,5.42,1.01,775.0,3.56,34.24,-118.42,694.3750458715596
3611,36.0,5.03,1.06,1221.0,4.12,34.24,-118.43,1140.935
3612,35.0,5.27,0.98,1025.0,3.58,34.24,-118.42,944.403916083916
3613,35.0,5.55,1.05,753.0,4.07,34.23,-118.41,672.8902702702702
3614,38.0,4.9,1.01,402.0,4.02,34.24,-118.41,321.85
3615,34.0,5.2,1.0,949.0,4.48,34.26,-118.44,869.2964150943395
3616,28.0,3.68,0.98,1377.0,4.7,34.26,-118.44,1297.5196587030716
3617,32.0,4.57,1.04,2318.0,4.36,34.25,-118.43,2238.177142857143
3618,34.0,3.92,0.72,433.0,5.22,34.26,-118.44,354.0368674698795
3619,35.0,4.51,0.92,1481.0,4.22,34.25,-118.44,1401.0293732193732
3620,21.0,4.31,1.14,1803.0,3.63,34.25,-118.45,1722.4277665995976
3621,11.0,4.44,1.08,7096.0,3.48,34.24,-118.45,7015.271844946025
3622,15.0,3.63,1.12,4620.0,2.92,34.23,-118.45,4538.70220113852
3623,7.0,5.1,1.23,2343.0,3.62,34.24,-118.45,2262.4113292117463
3624,33.0,4.75,0.98,1038.0,4.4,34.25,-118.44,958.2083050847456
3625,35.0,5.21,0.96,995.0,3.66,34.24,-118.43,914.468088235294
3626,35.0,5.17,1.02,1112.0,3.86,34.24,-118.43,1031.671111111111
3627,36.0,5.41,0.98,1225.0,3.99,34.24,-118.44,1144.7902280130293
3628,35.0,5.87,1.09,1531.0,3.84,34.24,-118.44,1450.6370927318296
3629,33.0,5.56,1.02,1567.0,3.51,34.23,-118.42,1486.323452914798
3630,29.0,5.83,1.04,1234.0,3.98,34.22,-118.42,1153.7806451612903
3631,35.0,5.32,1.01,1286.0,3.34,34.23,-118.43,1205.1402597402598
3632,36.0,5.61,1.08,896.0,3.64,34.24,-118.43,815.4522764227642
3633,34.0,5.38,0.97,1011.0,3.51,34.23,-118.42,930.3204166666666
3634,35.0,5.3,0.99,720.0,3.12,34.23,-118.43,638.9168831168831
3635,37.0,4.88,1.04,1061.0,2.98,34.23,-118.43,979.7803370786517
3636,37.0,5.49,1.03,987.0,4.24,34.24,-118.43,907.0460515021458
3637,36.0,4.9,1.1,1099.0,3.11,34.23,-118.44,1017.903314447592
3638,34.0,4.67,1.06,1080.0,3.18,34.22,-118.43,998.9664705882352
3639,41.0,4.62,0.96,664.0,2.98,34.22,-118.44,582.7575784753363
3640,39.0,4.87,1.1,913.0,2.91,34.22,-118.44,831.6876433121018
3641,43.0,5.11,0.97,1418.0,3.21,34.23,-118.44,1336.99814479638
3642,35.0,4.04,1.09,2222.0,3.93,34.22,-118.46,2141.685795053004
3643,39.0,4.85,1.08,998.0,3.23,34.22,-118.46,916.9897734627832
3644,31.0,3.55,1.04,2397.0,4.14,34.22,-118.46,2316.8998963730573
3645,24.0,3.14,1.06,4625.0,4.22,34.22,-118.45,4544.986043755698
3646,25.0,3.47,1.08,3781.0,2.98,34.23,-118.45,3699.7642146803473
3647,8.0,3.75,1.13,1803.0,2.59,34.22,-118.45,1721.3642446043166
3648,19.0,3.72,1.06,7307.0,2.75,34.23,-118.46,7225.5169924812035
3649,36.0,4.8,1.07,718.0,2.9,34.22,-118.44,636.6751612903225
3650,37.0,4.85,0.98,1011.0,2.95,34.21,-118.44,929.7175218658892
3651,41.0,4.47,1.01,1014.0,3.15,34.21,-118.44,932.9190683229814
3652,41.0,4.19,1.06,1159.0,3.07,34.22,-118.44,1077.8461375661377
3653,34.0,5.05,0.94,1447.0,3.18,34.22,-118.43,1365.9702197802198
3654,17.0,3.48,1.15,2636.0,2.5,34.21,-118.43,2554.280948766604
3655,36.0,4.48,0.96,774.0,2.53,34.22,-118.43,692.3194117647058
3656,43.0,5.3,0.97,729.0,3.17,34.22,-118.4,647.9895652173913
3657,30.0,4.85,1.08,1753.0,3.46,34.21,-118.4,1672.2744268774702
3658,35.0,4.97,1.03,1594.0,3.57,34.21,-118.41,1513.37399103139
3659,45.0,5.2,0.97,554.0,2.96,34.21,-118.4,472.77256684491977
3660,36.0,5.21,1.1,1556.0,3.17,34.22,-118.4,1474.9890427698574
3661,37.0,5.12,0.97,889.0,3.24,34.23,-118.4,808.0745255474452
3662,38.0,5.78,1.09,513.0,3.02,34.25,-118.38,431.8876470588235
3663,40.0,5.44,1.04,594.0,2.52,34.24,-118.37,512.3869491525423
3664,32.0,4.64,1.02,1177.0,3.78,34.23,-118.37,1096.6445659163985
3665,17.0,3.99,1.03,1671.0,3.73,34.22,-118.37,1590.5799107142857
3666,38.0,4.31,1.45,63.0,2.17,34.24,-118.38,-18.967586206896534
3667,35.0,5.07,1.08,1850.0,3.68,34.24,-118.4,1769.5179324055666
3668,18.0,4.28,1.05,3001.0,3.77,34.23,-118.39,2920.614842767296
3669,43.0,3.73,0.93,1184.0,3.7,34.23,-118.39,1103.54
3670,36.0,4.88,1.04,1414.0,4.2,34.23,-118.4,1334.0258456973293
3671,35.0,5.4,0.99,1577.0,3.01,34.21,-118.41,1495.8095419847327
3672,35.0,6.7,1.09,897.0,3.36,34.21,-118.41,816.1595505617977
3673,40.0,4.59,0.96,533.0,3.44,34.22,-118.39,452.26870967741934
3674,35.0,5.19,0.97,1277.0,3.7,34.22,-118.39,1196.5314492753623
3675,32.0,4.33,1.02,1516.0,3.51,34.21,-118.39,1435.3292592592593
3676,14.0,3.5,1.08,2729.0,3.4,34.21,-118.39,2648.218505603985
3677,20.0,3.7,1.08,864.0,2.72,34.22,-118.38,782.5569811320755
3678,35.0,4.89,1.01,1295.0,4.32,34.21,-118.38,1215.1466666666663
3679,33.0,4.25,1.04,1665.0,3.57,34.21,-118.38,1584.4029613733906
3680,34.0,5.29,1.04,1938.0,3.41,34.22,-118.42,1857.211971830986
3681,29.0,5.36,1.01,1636.0,3.03,34.21,-118.42,1554.8196296296296
3682,34.0,4.88,1.45,66.0,2.0,34.2,-118.42,-16.22
3683,34.0,5.59,1.01,1064.0,3.88,34.23,-118.42,983.693211678832
3684,36.0,4.59,1.08,1181.0,3.9,34.21,-118.37,1100.737689768977
3685,36.0,4.3,0.94,1939.0,4.01,34.21,-118.37,1858.8461983471072
3686,34.0,4.69,1.15,2164.0,4.47,34.21,-118.37,2084.3110743801653
3687,11.0,4.01,1.1,1989.0,3.75,34.22,-118.37,1908.6028301886795
3688,32.0,3.55,0.98,348.0,3.41,34.22,-118.38,267.2517647058824
3689,15.0,3.71,1.11,1994.0,2.98,34.23,-118.36,1912.8461194029849
3690,37.0,4.31,0.99,1545.0,4.4,34.22,-118.36,1465.2617094017094
3691,41.0,4.01,0.96,1668.0,4.29,34.22,-118.35,1588.1579177377891
3692,41.0,6.74,1.3,198.0,3.96,34.21,-118.36,117.81
3693,42.0,4.53,0.92,730.0,4.62,34.21,-118.38,650.450253164557
3694,23.0,3.87,1.1,3911.0,3.66,34.2,-118.38,3830.481985018727
3695,17.0,2.67,1.06,3950.0,4.06,34.2,-118.39,3869.869609455293
3696,33.0,4.81,1.11,1990.0,4.7,34.21,-118.37,1910.544491725768
3697,34.0,3.68,1.02,2488.0,4.17,34.2,-118.37,2407.9975041876046
3698,38.0,3.37,0.98,1798.0,4.44,34.21,-118.38,1718.269506172839
3699,33.0,4.7,1.01,1378.0,4.5,34.2,-118.37,1298.3332679738562
3700,11.0,4.4,1.03,1512.0,2.28,34.19,-118.36,1430.1071084337348
3701,34.0,3.81,1.1,995.0,2.58,34.18,-118.36,913.3977202072538
3702,36.0,3.73,1.01,1934.0,3.23,34.18,-118.36,1853.0487145242068
3703,33.0,3.66,1.02,1345.0,2.69,34.18,-118.37,1263.5
3704,19.0,4.1,1.16,2203.0,3.12,34.19,-118.37,2121.944822695036
3705,41.0,4.34,1.05,1439.0,3.12,34.19,-118.39,1357.92147505423
3706,23.0,2.85,1.08,2555.0,3.89,34.19,-118.39,2474.688888888889
3707,19.0,2.75,1.0,3483.0,4.76,34.2,-118.39,3403.574705882353
3708,41.0,3.5,1.04,2751.0,3.29,34.19,-118.37,2670.1106698564595
3709,37.0,3.55,0.98,1667.0,4.13,34.19,-118.38,1586.9362376237625
3710,32.0,4.0,1.15,1044.0,4.21,34.2,-118.38,964.0296774193548
3711,13.0,4.05,1.08,3351.0,2.79,34.2,-118.4,3269.5925
3712,37.0,4.06,1.0,587.0,2.55,34.19,-118.4,505.3421739130434
3713,30.0,3.93,1.08,1987.0,3.26,34.2,-118.4,1906.0627257799672
3714,35.0,3.8,1.04,1483.0,2.58,34.19,-118.4,1401.3736236933798
3715,39.0,4.73,0.98,612.0,2.48,34.19,-118.41,530.2577327935222
3716,32.0,4.48,1.07,2209.0,3.62,34.2,-118.41,2128.41131147541
3717,24.0,3.75,1.08,2850.0,3.4,34.2,-118.42,2769.1769010727057
3718,42.0,5.26,0.98,450.0,3.04,34.19,-118.41,368.8205405405405
3719,34.0,4.58,1.0,1997.0,3.49,34.19,-118.42,1916.2551657940664
3720,27.0,3.38,1.02,3403.0,3.59,34.2,-118.42,3322.3696624472577
3721,28.0,4.59,1.11,2240.0,3.04,34.2,-118.43,2158.8093487109904
3722,33.0,4.33,1.02,2318.0,2.99,34.19,-118.42,2236.7609677419355
3723,33.0,4.18,1.06,2281.0,2.9,34.19,-118.42,2199.6720356234096
3724,27.0,4.63,1.08,2022.0,2.49,34.18,-118.42,1940.2501477832511
3725,31.0,4.53,1.01,1626.0,2.55,34.18,-118.42,1544.312590266876
3726,30.0,3.97,1.06,856.0,2.57,34.18,-118.42,774.3305705705706
3727,33.0,4.55,1.11,1546.0,2.59,34.18,-118.43,1464.3396147403685
3728,31.0,4.77,1.01,1102.0,2.17,34.18,-118.43,1019.923570019724
3729,40.0,6.1,0.9,449.0,2.7,34.18,-118.42,367.4648192771084
3730,45.0,4.85,0.99,595.0,2.61,34.19,-118.41,513.389649122807
3731,43.0,5.7,1.1,966.0,2.99,34.18,-118.41,884.7607120743033
3732,30.0,4.05,1.03,1052.0,2.12,34.18,-118.41,969.8909677419356
3733,37.0,4.98,1.06,939.0,2.35,34.19,-118.41,857.1274999999999
3734,30.0,4.04,0.98,306.0,2.37,34.19,-118.4,224.1620930232558
3735,35.0,4.43,0.97,862.0,2.34,34.19,-118.4,780.1323913043478
3736,32.0,4.71,1.14,1912.0,2.42,34.18,-118.4,1830.197193426043
3737,27.0,4.12,1.05,1891.0,2.17,34.17,-118.4,1808.941067738232
3738,25.0,4.33,1.13,2454.0,2.8,34.19,-118.39,2372.601369863014
3739,42.0,4.73,0.94,985.0,2.38,34.18,-118.39,903.16922705314
3740,26.0,4.33,1.06,1599.0,2.07,34.17,-118.39,1516.8485640362226
3741,44.0,4.26,0.81,220.0,1.96,34.18,-118.39,137.75428571428571
3742,36.0,4.73,1.0,627.0,3.28,34.19,-118.39,546.0827225130889
3743,45.0,5.16,1.1,471.0,2.07,34.16,-118.4,388.8257894736842
3744,35.0,5.17,1.08,501.0,1.91,34.16,-118.4,418.672213740458
3745,34.0,4.79,1.05,1150.0,2.09,34.16,-118.4,1067.847114337568
3746,32.0,6.0,0.99,1159.0,2.27,34.16,-118.41,1077.0225490196078
3747,35.0,5.04,1.06,879.0,2.19,34.17,-118.41,796.9465671641791
3748,42.0,4.33,0.96,950.0,3.15,34.19,-118.38,868.9556953642384
3749,40.0,3.95,1.08,1396.0,2.65,34.18,-118.38,1314.4539923954371
3750,27.0,3.38,1.07,3847.0,2.69,34.18,-118.38,3765.4864525139674
3751,24.0,3.45,1.13,2251.0,3.92,34.18,-118.38,2170.7216027874565
3752,33.0,4.05,1.16,739.0,1.89,34.17,-118.38,656.6752040816326
3753,40.0,4.41,0.97,835.0,2.17,34.17,-118.39,752.9488311688311
3754,36.0,4.3,1.0,1217.0,3.25,34.18,-118.37,1136.064010695187
3755,42.0,4.52,1.19,643.0,2.55,34.18,-118.37,561.3615873015873
3756,44.0,5.03,1.0,473.0,2.64,34.18,-118.38,391.44245810055867
3757,30.0,3.79,1.02,736.0,2.85,34.19,-118.38,654.6627131782946
3758,35.0,3.95,1.06,2106.0,2.82,34.18,-118.37,2024.633056300268
3759,32.0,3.52,1.05,3129.0,3.1,34.18,-118.38,3047.8980198019804
3760,31.0,3.32,1.06,1119.0,3.35,34.18,-118.36,1038.1702994011976
3761,31.0,4.16,1.08,1584.0,3.4,34.17,-118.36,1503.2091416309013
3762,42.0,4.01,0.97,1349.0,3.16,34.17,-118.37,1267.95925058548
3763,35.0,4.54,1.08,1631.0,2.66,34.18,-118.41,1549.426351791531
3764,27.0,5.33,1.05,1382.0,2.25,34.17,-118.41,1300.0071544715447
3765,35.0,4.86,0.95,882.0,2.17,34.18,-118.41,799.9424137931035
3766,32.0,5.16,1.12,1573.0,2.53,34.17,-118.43,1491.2730112721415
3767,35.0,6.02,1.05,1130.0,2.33,34.17,-118.43,1048.0698969072166
3768,37.0,5.83,0.97,794.0,2.34,34.17,-118.43,712.0752941176471
3769,34.0,5.31,1.06,1139.0,2.46,34.16,-118.43,1057.1900431965444
3770,41.0,4.18,0.98,850.0,1.73,34.16,-118.43,767.464693877551
3771,40.0,6.06,0.98,452.0,2.42,34.16,-118.43,370.1471122994653
3772,27.0,5.22,1.13,1073.0,2.01,34.15,-118.42,990.7356074766356
3773,31.0,6.04,0.98,914.0,2.47,34.17,-118.42,832.2202702702702
3774,28.0,4.85,1.08,1963.0,2.04,34.16,-118.42,1880.7826638917795
3775,14.0,4.44,1.15,372.0,2.86,34.16,-118.41,290.6115384615385
3776,25.0,5.08,1.04,1201.0,2.2,34.16,-118.42,1118.9436697247706
3777,24.0,3.77,1.09,2421.0,2.05,34.17,-118.4,2338.8216949152543
3778,24.0,4.25,1.04,2945.0,1.97,34.17,-118.4,2862.7438605898124
3779,28.0,4.0,1.07,1351.0,1.94,34.17,-118.39,1268.7183070301292
3780,26.0,4.31,1.08,2806.0,1.88,34.17,-118.39,2723.66195841717
